epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,4094.93,1.26886,0.60572,0.80088,0.89364,0.84867,0.92938,0.60351,1.31619,0.581,0.79755,0.0004754,0.0004754,0.0004754
79,4147.16,1.25985,0.58946,0.79335,0.86574,0.86842,0.92838,0.60758,1.30926,0.55898,0.79843,0.0004556,0.0004556,0.0004556
80,4199.25,1.26823,0.61602,0.7991,0.88376,0.87041,0.92927,0.61073,1.28941,0.56067,0.7946,0.0004358,0.0004358,0.0004358
81,4251.4,1.24301,0.60016,0.79642,0.86854,0.8676,0.92867,0.60233,1.30352,0.56419,0.79629,0.000416,0.000416,0.000416
82,4303.62,1.25184,0.62293,0.80597,0.88845,0.85817,0.93499,0.6038,1.29607,0.54861,0.79539,0.0003962,0.0003962,0.0003962
83,4355.78,1.27158,0.60403,0.80795,0.90351,0.85185,0.9316,0.61137,1.28611,0.54271,0.79554,0.0003764,0.0003764,0.0003764
84,4408.01,1.23633,0.57545,0.79947,0.90071,0.88577,0.94043,0.6166,1.28475,0.53104,0.79635,0.0003566,0.0003566,0.0003566
85,4460.29,1.23265,0.57924,0.79706,0.90427,0.85877,0.94269,0.60827,1.30005,0.55907,0.79649,0.0003368,0.0003368,0.0003368
86,4512.56,1.24346,0.56326,0.80056,0.89651,0.87502,0.93987,0.61356,1.31687,0.55762,0.79586,0.000317,0.000317,0.000317
87,4564.79,1.21321,0.57958,0.7994,0.87134,0.85522,0.9347,0.60833,1.29035,0.56297,0.79485,0.0002972,0.0002972,0.0002972
88,4617.03,1.22605,0.56361,0.80286,0.9092,0.84287,0.93576,0.6142,1.32357,0.57339,0.79734,0.0002774,0.0002774,0.0002774
89,4669.26,1.20401,0.54106,0.80068,0.89546,0.85859,0.94246,0.62219,1.29128,0.54944,0.79548,0.0002576,0.0002576,0.0002576
90,4721.64,1.22262,0.55896,0.80283,0.87463,0.88889,0.94103,0.60829,1.30953,0.53124,0.79646,0.0002378,0.0002378,0.0002378
91,4774.64,1.12874,0.49763,0.79176,0.87632,0.87542,0.94365,0.61074,1.31007,0.53437,0.79675,0.000218,0.000218,0.000218
92,4826.95,1.13208,0.49158,0.7955,0.90859,0.87015,0.94268,0.62218,1.27926,0.53681,0.79597,0.0001982,0.0001982,0.0001982
93,4879.57,1.10599,0.49328,0.79106,0.92025,0.84512,0.93781,0.61606,1.27671,0.5503,0.79529,0.0001784,0.0001784,0.0001784
94,4931.87,1.08478,0.47581,0.79926,0.91113,0.86303,0.94306,0.6279,1.26725,0.53647,0.79587,0.0001586,0.0001586,0.0001586
95,4984.04,1.10426,0.48449,0.79717,0.91836,0.84512,0.9422,0.62733,1.26722,0.56539,0.79354,0.0001388,0.0001388,0.0001388
96,5036.07,1.0938,0.47862,0.79506,0.91412,0.86017,0.94323,0.62303,1.2787,0.55809,0.79485,0.000119,0.000119,0.000119
97,5088.07,1.08755,0.46244,0.79294,0.90761,0.86,0.94722,0.62314,1.28738,0.55353,0.79409,9.92e-05,9.92e-05,9.92e-05
98,5140.15,1.07946,0.4669,0.79532,0.91453,0.8646,0.94811,0.62157,1.28803,0.54264,0.79451,7.94e-05,7.94e-05,7.94e-05
99,5192.31,1.05932,0.46924,0.7919,0.91653,0.87205,0.95095,0.62631,1.28782,0.53316,0.79533,5.96e-05,5.96e-05,5.96e-05
100,5244.45,1.08084,0.46687,0.79244,0.91441,0.86869,0.95065,0.62743,1.28421,0.53949,0.79458,3.98e-05,3.98e-05,3.98e-05
