epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,49.8812,1.89499,1.21771,1.27371,0.90334,0.47368,0.79346,0.42924,1.68366,1.29085,1.22475,0.000973861,0.000973861,0.000973861
23,51.9552,1.88485,1.23846,1.31169,0.86828,0.44737,0.6601,0.33162,1.70335,1.30857,1.25682,0.000940855,0.000940855,0.000940855
24,54.0821,1.83374,1.17651,1.24876,0.24155,0.47368,0.28045,0.11857,1.87526,1.77064,1.28401,0.000907848,0.000907848,0.000907848
25,56.0229,1.87754,1.20065,1.24412,0.20784,0.44935,0.23723,0.09868,1.85025,1.93622,1.26376,0.000874842,0.000874842,0.000874842
26,58.331,1.82228,1.18551,1.24417,0.84682,0.39474,0.53219,0.22853,1.82381,1.37434,1.30687,0.000841835,0.000841835,0.000841835
27,60.315,1.8366,1.23912,1.28948,0.31796,0.64035,0.50461,0.21892,1.77132,1.32062,1.33062,0.000808828,0.000808828,0.000808828
28,62.5432,1.7389,1.17107,1.24921,0.87621,0.42105,0.50531,0.22492,1.80692,1.27208,1.31279,0.000775822,0.000775822,0.000775822
29,64.4984,1.78248,1.16876,1.25102,0.89091,0.42105,0.5229,0.22681,1.80188,1.25739,1.28892,0.000742815,0.000742815,0.000742815
30,66.767,1.73448,1.10172,1.21026,0.89974,0.44737,0.5286,0.22537,1.75325,1.3081,1.26837,0.000709809,0.000709809,0.000709809
31,68.7279,1.79557,1.15889,1.23378,0.86526,0.44737,0.43226,0.21496,1.67056,1.24733,1.26528,0.000676802,0.000676802,0.000676802
32,70.9901,1.71203,1.09961,1.24044,0.90158,0.44737,0.53404,0.24793,1.77376,1.18879,1.28304,0.000643795,0.000643795,0.000643795
33,72.9415,1.72733,1.09736,1.21675,0.90422,0.44737,0.54156,0.23993,1.77299,1.18926,1.26723,0.000610789,0.000610789,0.000610789
34,75.1818,1.67437,1.10305,1.17735,0.90194,0.44737,0.55571,0.24769,1.83996,1.23541,1.28809,0.000577782,0.000577782,0.000577782
35,77.1174,1.66238,1.01294,1.16506,0.40024,0.44737,0.55651,0.23605,1.82962,1.20664,1.28849,0.000544776,0.000544776,0.000544776
36,79.4182,1.64938,1.01489,1.17801,0.86644,0.44737,0.48429,0.21805,1.86793,1.18636,1.31409,0.000511769,0.000511769,0.000511769
37,81.3668,1.60657,1.04934,1.17224,0.8659,0.44737,0.46824,0.22201,1.85573,1.18424,1.30756,0.000478762,0.000478762,0.000478762
38,83.6328,1.65895,1.05237,1.18301,0.90499,0.47368,0.54881,0.2592,1.81375,1.2044,1.30174,0.000445756,0.000445756,0.000445756
39,85.5935,1.63656,1.05696,1.195,0.88484,0.47368,0.56344,0.24123,1.8578,1.1794,1.30836,0.000412749,0.000412749,0.000412749
40,87.8489,1.68203,1.11471,1.20049,0.9081,0.46767,0.56001,0.23254,1.87252,1.20088,1.3131,0.000379743,0.000379743,0.000379743
41,90.6747,1.53789,0.9597,1.17581,0.33301,0.70915,0.56382,0.2215,1.89397,1.20323,1.32253,0.000346736,0.000346736,0.000346736
42,92.7669,1.49632,0.9512,1.15798,0.32474,0.66667,0.56698,0.2233,1.90208,1.15855,1.3252,0.000313729,0.000313729,0.000313729
43,94.8784,1.52337,0.9088,1.1822,0.32711,0.64035,0.53185,0.21755,1.93949,1.16111,1.33138,0.000280723,0.000280723,0.000280723
44,96.8316,1.51807,0.90687,1.18647,0.34872,0.6475,0.58244,0.25085,1.86162,1.10927,1.27268,0.000247716,0.000247716,0.000247716
45,99.1268,1.56875,0.92174,1.19693,0.32851,0.64035,0.57435,0.24704,1.84092,1.1699,1.26492,0.00021471,0.00021471,0.00021471
46,101.089,1.53685,0.89778,1.18841,0.30585,0.64024,0.52929,0.23409,1.89276,1.16721,1.27571,0.000181703,0.000181703,0.000181703
47,103.348,1.53239,0.90389,1.19115,0.33425,0.80702,0.55391,0.22671,1.91865,1.17309,1.29206,0.000148696,0.000148696,0.000148696
48,105.328,1.53121,0.91923,1.17821,0.90726,0.47368,0.55641,0.24351,1.86523,1.13218,1.27589,0.00011569,0.00011569,0.00011569
49,107.571,1.47273,0.89549,1.1466,0.32303,0.82855,0.54007,0.25054,1.83073,1.136,1.26451,8.26832e-05,8.26832e-05,8.26832e-05
50,109.555,1.46762,0.88748,1.13688,0.34238,0.83333,0.58189,0.25892,1.81546,1.11593,1.26241,4.96766e-05,4.96766e-05,4.96766e-05
